,id_store_img_1,id_store_img_2,id_store_img_3,id_store,store_name,address_x,id,address_y,category,muslim_friendly,tel,working_time,day_closed,parking,attractions,active,image0,image1,image2,
144,205,206,207,145,머노까머나 대학로점,서울특별시 종로구 명륜4가 187 이화빌딩 2층,,,인도음식,무슬림 프렌들리,02-763-8850,11:00~22:30,명절,O,"창덕궁, 대학로, 낙산공원",1,http://www.menupan.com/restaurant/restimg/005/zzmenuimg/t1679755_z.jpg,https://t1.daumcdn.net/cfile/blog/242D553F510FECC70A,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102010652343_menu_ac7b4daa4e93.jpg,"INSERT INTO store_image_temp VALUES ('205','145','http://www.menupan.com/restaurant/restimg/005/zzmenuimg/t1679755_z.jpg','1'),('206','145','https://t1.daumcdn.net/cfile/blog/242D553F510FECC70A','1'),('207','145','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201102010652343_menu_ac7b4daa4e93.jpg','1');"
145,208,209,210,146,일도씨닭갈비 목동점,서울특별시 양천구 목동 917-9 현대41타워 3층,,,한식,포크프리,02-2655-0709,10:00-22:00,,O,"목동종합운동장, 선유도공원",1,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDZfMTk3/MDAxNTc1NjIwNDEwNzI5.ybQ_qpZ-9W18jgs1gswd5TlaHMV26itCXxC_Is-NiSAg.rs416liN699r3qXjMyLcvs_9oAKbNNzGXukkDTExGuQg.JPEG.yukino3333/IMG_3048.JPG?type=w800,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20191108122131_menu2_KYZp8XXJ3Av3.jpg,https://t1.daumcdn.net/cfile/tistory/991BE2455B8A9BC220,"INSERT INTO store_image_temp VALUES ('208','146','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDZfMTk3/MDAxNTc1NjIwNDEwNzI5.ybQ_qpZ-9W18jgs1gswd5TlaHMV26itCXxC_Is-NiSAg.rs416liN699r3qXjMyLcvs_9oAKbNNzGXukkDTExGuQg.JPEG.yukino3333/IMG_3048.JPG?type=w800','1'),('209','146','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/pre_20191108122131_menu2_KYZp8XXJ3Av3.jpg','1'),('210','146','https://t1.daumcdn.net/cfile/tistory/991BE2455B8A9BC220','1');"
146,211,212,213,147,일도씨닭갈비 방배점,서울특별시 서초구 방배동 1022-1 우진빌딩 1층,,,한식,포크프리,02-581-0709,11:00~23:00,,O,"방배공원, 예술의전당, 사당, 서리풀공원",1,https://media-cdn.tripadvisor.com/media/photo-s/10/89/3c/93/restaurant.jpg,https://media-cdn.tripadvisor.com/media/photo-s/10/89/3c/b6/inside.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDlfMjA4/MDAxNTc1ODE3MjE3NTk5.YOnk-PRPlvFITsKkYYi6y3c9kXpBZO73SVhbWIr94lkg.9E4z3fbEQ8mpwf9nvGwTtdaxxUvWlal_hYqD8fOT5PQg.JPEG.iikkii0201/SE-55d5ca63-78c4-4d8b-b4f8-451f592b89b9.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('211','147','https://media-cdn.tripadvisor.com/media/photo-s/10/89/3c/93/restaurant.jpg','1'),('212','147','https://media-cdn.tripadvisor.com/media/photo-s/10/89/3c/b6/inside.jpg','1'),('213','147','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDlfMjA4/MDAxNTc1ODE3MjE3NTk5.YOnk-PRPlvFITsKkYYi6y3c9kXpBZO73SVhbWIr94lkg.9E4z3fbEQ8mpwf9nvGwTtdaxxUvWlal_hYqD8fOT5PQg.JPEG.iikkii0201/SE-55d5ca63-78c4-4d8b-b4f8-451f592b89b9.jpg?type=w800','1');"
147,214,215,216,148,일도씨닭갈비 미아점,서울특별시 강북구 미아동 55-40 1층,,,한식,포크프리,02-982-9008,11:00~24:00,,X,"롯데백화점 미아점, 북서울의 숲, 와이스퀘어",1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTp9TxEN8VUQJnxfaF83TYx19kPueULgfyguhQL0kQBZB_WFv9o-w91lQDH_8hrxuzHDwU&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAxOTAxMTdfODYg/MDAxNTQ3NjgyNDA4MjEy.WIhdd2LFQKeZw4QXJ_-Hj7dQMCJF8bIwb9L5nBTFh6sg.TMU9z0iDS9kM4-JQLqdffgpYg8Pgf-nZEpMMuNETjg4g.JPEG.jw98570/IMG_8821.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA3MjJfNjkg/MDAxNTk1NDIwMDYwMzI4.g--MsDt0gOkUQq67leTDrx5rqGXRxOieyRGVg7kzXIog.7-5y8Zr1iZ466szwY2buiAIWjEk6cY9j2T3ecDOyjAQg.JPEG.hyoniholic/KakaoTalk_20200720_190108591.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('214','148','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTp9TxEN8VUQJnxfaF83TYx19kPueULgfyguhQL0kQBZB_WFv9o-w91lQDH_8hrxuzHDwU&usqp=CAU','1'),('215','148','https://mblogthumb-phinf.pstatic.net/MjAxOTAxMTdfODYg/MDAxNTQ3NjgyNDA4MjEy.WIhdd2LFQKeZw4QXJ_-Hj7dQMCJF8bIwb9L5nBTFh6sg.TMU9z0iDS9kM4-JQLqdffgpYg8Pgf-nZEpMMuNETjg4g.JPEG.jw98570/IMG_8821.jpg?type=w800','1'),('216','148','https://mblogthumb-phinf.pstatic.net/MjAyMDA3MjJfNjkg/MDAxNTk1NDIwMDYwMzI4.g--MsDt0gOkUQq67leTDrx5rqGXRxOieyRGVg7kzXIog.7-5y8Zr1iZ466szwY2buiAIWjEk6cY9j2T3ecDOyjAQg.JPEG.hyoniholic/KakaoTalk_20200720_190108591.jpg?type=w800','1');"
148,217,218,219,149,아마 홍대점,서울특별시 마포구 서교동 371-4,,,인도음식,무슬림 프렌들리,02-332-8302,11:30~23:30,,O,"홍대거리, 이대거리, 신촌",1,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDFfMjY5/MDAxNTc1MjExOTAyOTMz.rXM350ihN6lJyN4U-yiHSb4fMQCQ-1G5cQ_Br2u7RQEg.S26w9ErdJS9FdlUdCoC51Yu498WsCWiwA-fU0l0Ub-og.JPEG.hsesyj1006/output_3563503710.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDAxMTdfNzIg/MDAxNTc5MTkyMDE2Nzc4.CLZxKTH5gf80nsQhQVlgVTBjyx9PIw5Ev0hJvqVHEJsg.or1Z00DLOklj-kYc3h-WuhfSMm7IQ8ocHLwK9f95VB4g.JPEG.teddy_86/DSC00003.JPG?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDAxMTdfNDQg/MDAxNTc5MTkyMDQ4NzIy.Sytmf2rdbtox8y-My0u-MWhN0l-3x15E-oMibHU3FlEg.uMhdhWk58GRkw0-XqA3rnCoSqrSgXiIjnvIEBe-HLMEg.JPEG.teddy_86/DSC00063.JPG?type=w800,"INSERT INTO store_image_temp VALUES ('217','149','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMDFfMjY5/MDAxNTc1MjExOTAyOTMz.rXM350ihN6lJyN4U-yiHSb4fMQCQ-1G5cQ_Br2u7RQEg.S26w9ErdJS9FdlUdCoC51Yu498WsCWiwA-fU0l0Ub-og.JPEG.hsesyj1006/output_3563503710.jpg?type=w800','1'),('218','149','https://mblogthumb-phinf.pstatic.net/MjAyMDAxMTdfNzIg/MDAxNTc5MTkyMDE2Nzc4.CLZxKTH5gf80nsQhQVlgVTBjyx9PIw5Ev0hJvqVHEJsg.or1Z00DLOklj-kYc3h-WuhfSMm7IQ8ocHLwK9f95VB4g.JPEG.teddy_86/DSC00003.JPG?type=w800','1'),('219','149','https://mblogthumb-phinf.pstatic.net/MjAyMDAxMTdfNDQg/MDAxNTc5MTkyMDQ4NzIy.Sytmf2rdbtox8y-My0u-MWhN0l-3x15E-oMibHU3FlEg.uMhdhWk58GRkw0-XqA3rnCoSqrSgXiIjnvIEBe-HLMEg.JPEG.teddy_86/DSC00063.JPG?type=w800','1');"
149,220,221,222,150,아마 신촌점,서울특별시 서대문구 창천동 52-67 2층,,,인도음식,무슬림 프렌들리,02-332-9302,11:30~23:30,,X,"홍대거리, 이대거리, 신촌",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319101125_photo5_Bl1pt4M5Vt2y.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210319101125_photo1_Bl1pt4M5Vt2y.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjFfMTcy/MDAxNTc2ODg2NDQ4MDY0.Rzc2zaBNXekR6h7-OMa2oRddr5HqL04Fpn1zMioFVq0g.2_GwBx7gl_wSVacGkSSf38hHaLiv933Y0wGFXtu9urIg.JPEG.nth2k/P1500729.JPG?type=w800,"INSERT INTO store_image_temp VALUES ('220','150','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210319101125_photo5_Bl1pt4M5Vt2y.jpg','1'),('221','150','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210319101125_photo1_Bl1pt4M5Vt2y.jpg','1'),('222','150','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjFfMTcy/MDAxNTc2ODg2NDQ4MDY0.Rzc2zaBNXekR6h7-OMa2oRddr5HqL04Fpn1zMioFVq0g.2_GwBx7gl_wSVacGkSSf38hHaLiv933Y0wGFXtu9urIg.JPEG.nth2k/P1500729.JPG?type=w800','1');"
150,223,224,225,151,메이필드호텔 룸서비스,서울특별시 강서구 외발산동 426 메이필드호텔,,,한식,무슬림 프렌들리,02-2660-9010,"주중 12:00~15:00(점심), 18:00~22:00(저녁) / 주말 12:00~22:00",,O,"강서습지생태공원, 행주산성, 아라마린센터",1,http://photo.hankooki.com/newsphoto/v001/2020/03/23/mwcho9120200323113412_P_04_C_1.jpg,http://cdn.prestigegorilla.net/storage/editor/2020/3/2b9cd6c0-732e-11ea-a928-b7ef381b94c6.jpg,https://pix10.agoda.net/hotelImages/42976/-1/727eea875bbf3c756fbdaa49237a314c.jpg?s=1024x768,"INSERT INTO store_image_temp VALUES ('223','151','http://photo.hankooki.com/newsphoto/v001/2020/03/23/mwcho9120200323113412_P_04_C_1.jpg','1'),('224','151','http://cdn.prestigegorilla.net/storage/editor/2020/3/2b9cd6c0-732e-11ea-a928-b7ef381b94c6.jpg','1'),('225','151','https://pix10.agoda.net/hotelImages/42976/-1/727eea875bbf3c756fbdaa49237a314c.jpg?s=1024x768','1');"
151,226,227,228,152,메이필드호텔 라페스타,서울특별시 강서구 외발산동 426 메이필드호텔,,,양식,무슬림 프렌들리,02-2660-9008,24시간,연중무휴,O,"아라마린센터, 강서습지생태공원",1,https://www.mayfield.co.kr/2017/images/contents/lafesta02.jpg,https://dimg.donga.com/wps/NEWS/IMAGE/2015/01/12/69045639.3.jpg,http://pbabilliards.com/news/data/20201217/p1065619137001058_645_thum.jpg,"INSERT INTO store_image_temp VALUES ('226','152','https://www.mayfield.co.kr/2017/images/contents/lafesta02.jpg','1'),('227','152','https://dimg.donga.com/wps/NEWS/IMAGE/2015/01/12/69045639.3.jpg','1'),('228','152','http://pbabilliards.com/news/data/20201217/p1065619137001058_645_thum.jpg','1');"
152,229,230,231,153,메이필드호텔 낙원,서울특별시 강서구 외발산동 426 메이필드호텔,,,한식,무슬림 프렌들리,02-2660-9040,"주중 12:00~15:00(점심), 18:00~22:00(저녁) / 주말 11:30~14:30(점심), 18:00~22:00(저녁)",매주 월요일,O,"행주산성, 아라마린센터, 롯데몰 김포공항점",1,https://mayfield.co.kr/2017/images/contents/restaurants01.jpg,https://korean.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=1923&fileTy=MEDIA&fileNo=1&thumbTy=L,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99B097365B2B428127C9D6,"INSERT INTO store_image_temp VALUES ('229','153','https://mayfield.co.kr/2017/images/contents/restaurants01.jpg','1'),('230','153','https://korean.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=1923&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('231','153','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99B097365B2B428127C9D6','1');"
153,232,233,234,154,롯데호텔,서울특별시 중구 소공동 1 롯데호텔 ,,,양식,무슬림 프렌들리,02-317-7191,24시간,연중무휴,O,"덕수궁, 서울시청, 숭례문",1,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-2-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-3-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/pierre-gagnaire/180711-34-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,"INSERT INTO store_image_temp VALUES ('232','154','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-2-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1'),('233','154','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-3-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1'),('234','154','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/pierre-gagnaire/180711-34-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1');"
154,235,236,237,155,롯데호텔 라세느,서울특별시 중구 소공동 1 롯데호텔,,,뷔페식,무슬림 프렌들리,02-317-7171,"월~금요일 06:00~10:00(아침), 11:30~14:30(점심), 18:00~22:00(금 17:30~22:00, 저녁) / 토~일요일, 공휴일 06:00~10:00(아침),",,O,"서울광장, 청계천, 세운상가",1,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-2-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/world/dining/restaurant/laseine/180706-10-2000-din-world-hotel1.jpg.thumb.1920.1920.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-3-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,"INSERT INTO store_image_temp VALUES ('235','155','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-2-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1'),('236','155','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/world/dining/restaurant/laseine/180706-10-2000-din-world-hotel1.jpg.thumb.1920.1920.jpg','1'),('237','155','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/restaurant/laseine/180821-3-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1');"
155,238,239,240,156,롯데호텔 페닌슐라 라운지,서울특별시 중구 소공동 1 롯데호텔,,,카페,무슬림 프렌들리,02-317-7131,08:00~24:00,연중무휴,O,"명동, 명동성당, 남대문시장",1,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-22-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-20-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-21-2000-din-seoul-hotel.jpg.thumb.768.768.jpg,"INSERT INTO store_image_temp VALUES ('238','156','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-22-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1'),('239','156','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-20-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1'),('240','156','https://www.lottehotel.com/content/dam/lotte-hotel/lotte/seoul/dining/bar-lounge/peninsula/180821-21-2000-din-seoul-hotel.jpg.thumb.768.768.jpg','1');"
156,241,242,243,157,일도씨닭갈비 광화문점,서울특별시 중구 태평로1가 84 파이낸스빌딩 지하 2층,,,한식,포크프리,02-3789-9007,10:00-22:00,,O,"광화문광장, 경복궁, 국립현대미술관",1,https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23465&fileTy=MEDIA&fileNo=1&thumbTy=L,https://mblogthumb-phinf.pstatic.net/MjAyMDAyMTdfMjA3/MDAxNTgxOTI1NzkwNTgz.CPXIOconbsKuxo3gjy3pOx-9KHlaoXb19MABjP5MRJQg.iDpSzNOkmfjWzUu6yNIfjznM9c-ntGFqqf6yoJy26FIg.JPEG.hyoniholic/IMG_1373.jpg?type=w800,https://blog.kakaocdn.net/dn/mIZtp/btqxWdGyvT1/TVyIbcaLGVk8KdjDrHDYk1/img.png,"INSERT INTO store_image_temp VALUES ('241','157','https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23465&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('242','157','https://mblogthumb-phinf.pstatic.net/MjAyMDAyMTdfMjA3/MDAxNTgxOTI1NzkwNTgz.CPXIOconbsKuxo3gjy3pOx-9KHlaoXb19MABjP5MRJQg.iDpSzNOkmfjWzUu6yNIfjznM9c-ntGFqqf6yoJy26FIg.JPEG.hyoniholic/IMG_1373.jpg?type=w800','1'),('243','157','https://blog.kakaocdn.net/dn/mIZtp/btqxWdGyvT1/TVyIbcaLGVk8KdjDrHDYk1/img.png','1');"
157,244,245,246,158,신라호텔 콘티넨탈,서울특별시 중구 장충동2가 202 신라호텔 23층,,,양식,무슬림 프렌들리,02-2230-3369,"12:00~14:30(점심), 18:00~22:00(저녁)",연중무휴,O,"국립극장, 이태원, DDP",1,https://ldb-phinf.pstatic.net/20160912_40/1473675604351DD5ny_JPEG/___223.jpg?type=f804_408_60_sharpen,https://dimg.donga.com/wps/NEWS/IMAGE/2018/09/10/91910351.2.jpg,https://thumb.zumst.com/530x0/https://static.news.zumst.com/images/36/2014/03/11/jang7445201403111403300.jpg,"INSERT INTO store_image_temp VALUES ('244','158','https://ldb-phinf.pstatic.net/20160912_40/1473675604351DD5ny_JPEG/___223.jpg?type=f804_408_60_sharpen','1'),('245','158','https://dimg.donga.com/wps/NEWS/IMAGE/2018/09/10/91910351.2.jpg','1'),('246','158','https://thumb.zumst.com/530x0/https://static.news.zumst.com/images/36/2014/03/11/jang7445201403111403300.jpg','1');"
158,247,248,249,159,신라호텔 라연,서울특별시 중구 장충동2가 202 신라호텔 23층,,,한식,무슬림 프렌들리,02-2230-3367,"12:00~14:30(점심), 18:00~22:00(저녁)",연중무휴,O,"충무로, 남산공원, 남산골 한옥마을",1,https://www.menupan.com/restaurant/restimg/008/zzmenuimg/h12112828_z.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTExMDhfOTUg/MDAxNTczMTg5Njc3MDYx.3KODuJAe-q_p1UN6gab7P1EjnvGb9kcLhuOdWtFFc_0g.0ElfCNqjxdwMMqAvM76UCh6Pv6BB9-C0vuSOm3rAJe0g.JPEG.helpmesister/%EC%84%9C%EC%9A%B8%EC%8B%A0%EB%9D%BC%ED%98%B8%ED%85%94%EB%9D%BC%EC%97%B0.jpg?type=w800,https://img.hankyung.com/photo/201912/AA.21152712.1.jpg,"INSERT INTO store_image_temp VALUES ('247','159','https://www.menupan.com/restaurant/restimg/008/zzmenuimg/h12112828_z.jpg','1'),('248','159','https://mblogthumb-phinf.pstatic.net/MjAxOTExMDhfOTUg/MDAxNTczMTg5Njc3MDYx.3KODuJAe-q_p1UN6gab7P1EjnvGb9kcLhuOdWtFFc_0g.0ElfCNqjxdwMMqAvM76UCh6Pv6BB9-C0vuSOm3rAJe0g.JPEG.helpmesister/%EC%84%9C%EC%9A%B8%EC%8B%A0%EB%9D%BC%ED%98%B8%ED%85%94%EB%9D%BC%EC%97%B0.jpg?type=w800','1'),('249','159','https://img.hankyung.com/photo/201912/AA.21152712.1.jpg','1');"
159,250,251,252,160,함초간장게장,서울특별시 중구 충무로2가 11-1,454951,서울특별시 중구 충무로3가 11-1 선샤인빌딩 지하1층,한식,무슬림 프렌들리,02-378-1624,11:00-23:00,연중무휴,X,"명동, 명동성당, 남산서울타워",1,https://korean.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23426&fileTy=MEDIA&fileNo=1&thumbTy=L,https://media-cdn.tripadvisor.com/media/photo-s/06/9f/b8/59/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-s/17/32/6c/fd/hamcho-seasoned-crabs.jpg,"INSERT INTO store_image_temp VALUES ('250','160','https://korean.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23426&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('251','160','https://media-cdn.tripadvisor.com/media/photo-s/06/9f/b8/59/caption.jpg','1'),('252','160','https://media-cdn.tripadvisor.com/media/photo-s/17/32/6c/fd/hamcho-seasoned-crabs.jpg','1');"
160,253,254,255,161,케르반 베이커리,서울특별시 용산구 이태원동 126-2 1층,405682,서울특별시 용산구 이태원동 126-2,베이커리,할랄 공식 인증,02-790-5585,09:00~23:20,연중무휴,X,"이태원 쇼핑거리, 전쟁기념관, 삼성미술관 리움",1,https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23030&fileTy=MEDIA&fileNo=1&thumbTy=L,https://mp-seoul-image-production-s3.mangoplate.com/194832_1431854566733,https://t1.daumcdn.net/cfile/tistory/99F8DE4F5BBC34F425,"INSERT INTO store_image_temp VALUES ('253','161','https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=23030&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('254','161','https://mp-seoul-image-production-s3.mangoplate.com/194832_1431854566733','1'),('255','161','https://t1.daumcdn.net/cfile/tistory/99F8DE4F5BBC34F425','1');"
161,256,257,258,162,케르반 파미에스테이션점,서울특별시 서초구 반포동 118-3 CENTRALCITY 반포천 복개주차장 2층 FP216,,,터키음식,할랄 공식 인증,02-6282-4767,11:00~22:00,연중무휴,O,"세빛섬, 강남역 지하도상가",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201012112404_photo1_8afe8efd53e6.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MThfMTI5/MDAxNTYzNDM0MzA2NzQ0.n4sIw4vMo7Qs4EIn9zcjVCm7FBJGZEuWcawWE_MzyEgg.-tNBD9A6ob2zGwW-Hly-YzAQKP2KdrENJe70oOxakAsg.PNG.jungjinkim97/%ED%8C%8C%EB%AF%B8%EC%97%90%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98_%EB%A7%9B%EC%A7%91_%EC%BC%80%EB%A5%B4%EB%B0%981.png?type=w800,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200106124856389_photo_7bdfab5b6008.jpg,"INSERT INTO store_image_temp VALUES ('256','162','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201012112404_photo1_8afe8efd53e6.jpg','1'),('257','162','https://mblogthumb-phinf.pstatic.net/MjAxOTA3MThfMTI5/MDAxNTYzNDM0MzA2NzQ0.n4sIw4vMo7Qs4EIn9zcjVCm7FBJGZEuWcawWE_MzyEgg.-tNBD9A6ob2zGwW-Hly-YzAQKP2KdrENJe70oOxakAsg.PNG.jungjinkim97/%ED%8C%8C%EB%AF%B8%EC%97%90%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%85%98_%EB%A7%9B%EC%A7%91_%EC%BC%80%EB%A5%B4%EB%B0%981.png?type=w800','1'),('258','162','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200106124856389_photo_7bdfab5b6008.jpg','1');"
162,259,260,261,163,포탈라레스토랑 홍대점,서울특별시 마포구 동교동 203-18 2층,,,인도음식,무슬림 프렌들리,02-928-8847,11:00~22:00,연중무휴,X,"홍대 프리마켓, 연남동 공방거리",1,https://mblogthumb-phinf.pstatic.net/MjAyMDA2MjZfMTk4/MDAxNTkzMTU4NDgwNTU1.noE_E0uccYnEwAl3zjt2Qb-3nIwoitmPaxyvr0t-GLsg.tzl1oXYBEtdHD69nMldSfDLSVwpYIFftmCl-oPeiPwgg.JPEG.ottottojs/C795BDBB-0C74-4D7A-AA16-CA554B81C61B.jpeg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA2MjZfMjc5/MDAxNTkzMTU4NDczNTY1.WnT_g7pQi8OOajFf4SucAGJu1T4TTkLoIJ0X4SU3Qygg.wkvtRalNI9lLN8ikr0IfSth8AQWnNppjODJhbtRnB6Eg.JPEG.ottottojs/3FA12A8F-8A40-4810-A0E9-3F9DB73F9634.jpeg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA2MzBfMjk1/MDAxNTkzNDkzNTY0MzYz.SdS5ytk7h9hqpSZzHqN1lWd1eh7oVof82oQTnx-K3fkg.BNdnqEe0_JiXV4a4O2DHpv1a0FEIsmubpFvQmh1FZ4wg.JPEG.ottottojs/SE-a65d3848-5b11-4b7a-a387-588f6ce7cc10.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('259','163','https://mblogthumb-phinf.pstatic.net/MjAyMDA2MjZfMTk4/MDAxNTkzMTU4NDgwNTU1.noE_E0uccYnEwAl3zjt2Qb-3nIwoitmPaxyvr0t-GLsg.tzl1oXYBEtdHD69nMldSfDLSVwpYIFftmCl-oPeiPwgg.JPEG.ottottojs/C795BDBB-0C74-4D7A-AA16-CA554B81C61B.jpeg?type=w800','1'),('260','163','https://mblogthumb-phinf.pstatic.net/MjAyMDA2MjZfMjc5/MDAxNTkzMTU4NDczNTY1.WnT_g7pQi8OOajFf4SucAGJu1T4TTkLoIJ0X4SU3Qygg.wkvtRalNI9lLN8ikr0IfSth8AQWnNppjODJhbtRnB6Eg.JPEG.ottottojs/3FA12A8F-8A40-4810-A0E9-3F9DB73F9634.jpeg?type=w800','1'),('261','163','https://mblogthumb-phinf.pstatic.net/MjAyMDA2MzBfMjk1/MDAxNTkzNDkzNTY0MzYz.SdS5ytk7h9hqpSZzHqN1lWd1eh7oVof82oQTnx-K3fkg.BNdnqEe0_JiXV4a4O2DHpv1a0FEIsmubpFvQmh1FZ4wg.JPEG.ottottojs/SE-a65d3848-5b11-4b7a-a387-588f6ce7cc10.jpg?type=w800','1');"
